,La Señal,Los Recuerdos del Porvenir,Oficio de Tinieblas,Tipo
heredarían,,,1,VERB
delataba,,,2,VERB
tácita,,,1,ADJ
untadas,,,1,ADJ
deducir,,,1,VERB
director,,,1,NOUN
pesaron,,,1,VERB
brillantez,,,1,NUM
aventurera,,,1,ADJ
vertió,,,1,VERB
docilidad,,,4,NOUN
molde,,,2,NOUN
disciplinas,,,2,NOUN
solapada,,,1,ADJ
entrever,,,1,VERB
sobresaltos,,,2,NOUN
hipocresía,,,1,ADJ
estigma,,,1,NOUN
rigiendo,,,1,VERB
multitudes,,,1,NOUN
urdiendo,,,1,VERB
vastas,,,1,ADJ
desempeñaba,,,3,VERB
triunfar,,,1,VERB
harás,,,1,VERB
comentemos,,,1,VERB
embarazoso,,,1,ADJ
introducción,,,1,NOUN
auguraba,,,1,VERB
acopio,,,1,ADJ
sutilezas,,,1,NOUN
actividades,,,2,NOUN
diego,,,1,PROPN
expansión,,,1,NOUN
potentados,,,1,ADJ
confinando,,,1,VERB
periferia,,,1,NOUN
rehacer,,,1,VERB
ministerio,,,1,NOUN
desollaban,,,1,VERB
rancio,,,1,ADJ
incorporarlos,,,1,VERB
hacerlos,,,3,VERB
satisfacciones,,,3,NOUN
pardear,,,1,VERB
embozados,,,1,ADJ
ahogar,,,2,VERB
barato,,,1,ADJ
subrepticiamente,,,1,ADV
proponer,,,1,VERB
venta,,,1,NOUN
biblioteca,,,1,NOUN
vajilla,,,2,PROPN
adornó,,,3,VERB
legendario,,,1,ADJ
ricos,,,1,NOUN
artesanos,,,1,NOUN
convivían,,,1,VERB
operario,,,1,ADJ
pululaban,,,1,VERB
codazos,,,1,ADJ
ocupando,,,1,VERB
preferibles,,,1,ADJ
meritoria,,,1,ADJ
aristócratas,,,2,NOUN
elocuencia,,,1,NOUN
barrocos,,,1,ADJ
altares,,,4,NOUN
rebotaba,,,1,VERB
retablos,,,1,NOUN
auditorio,,,2,ADJ
carraspeaba,,,1,VERB
disimulada,,,2,ADJ
siseaba,,,1,VERB
acallar,,,3,VERB
desconsoladora,,,1,ADJ
cohíbe,,,1,VERB
párroco,,,1,VERB
sacerdotal,,,1,ADJ
sigilo,,,2,NOUN
desnudan,,,1,VERB
exceso,,,2,NOUN
tara,,,1,VERB
descuido,,,1,NOUN
nutre,,,1,VERB
prohibiciones,,,1,NOUN
escrupulosos,,,1,ADJ
tratos,,,2,NOUN
conservar,,,4,VERB
profesionistas,,,5,NOUN
comerciante,,,1,NOUN
profesionista,,,3,ADJ
vacila,,,1,VERB
enorgullecen,,,1,VERB
narran,,,1,VERB
anécdota,,,1,NOUN
divertida,,,1,ADJ
causar,,,1,VERB
venden,,,2,VERB
mediante,,,1,ADP
triquiñuelas,,,1,NOUN
raptan,,,1,VERB
esclavizarla,,,1,VERB
hazaña,,,6,NOUN
indirecto,,,1,ADJ
perjudicara,,,1,VERB
salvedad,,,1,NOUN
condenaría,,,1,VERB
mostrenco,,,1,VERB
aprovecharse,,,2,VERB
cayera,,,2,VERB
aberración,,,1,NOUN
respetados,,,1,VERB
preciada,,,1,ADJ
castidad,,,1,NOUN
incómodas,,,1,ADJ
exigen,,,5,VERB
renunciamiento,,,1,NOUN
vanidad,,,1,NOUN
sacrificio,,,8,NOUN
impulsos,,,2,NOUN
hábiles,,,1,ADJ
cerviz,,,1,NOUN
accesible,,,3,ADJ
centurias,,,1,NOUN
baluarte,,,2,ADJ
prefirieron,,,2,VERB
oyera,,,1,VERB
insecto,,,2,NOUN
roe,,,1,NOUN
cimientos,,,3,NOUN
asombra,,,2,VERB
boquifloja,,,1,PROPN
comenta,,,2,VERB
intrusión,,,3,NOUN
perturbadora,,,1,ADJ
vivificar,,,1,VERB
interpretó,,,1,VERB
púlpito,,,3,NOUN
fustigó,,,1,VERB
emisarios,,,1,NOUN
portadores,,,1,ADJ
fatalmente,,,1,ADV
producirían,,,1,VERB
aprendida,,,1,ADJ
caducas,,,1,ADJ
oratoria,,,1,ADJ
adoptar,,,1,VERB
endeblez,,,1,ADJ
opacada,,,1,ADJ
ímpetu,,,6,NOUN
concurridos,,,1,ADJ
feligreses,,,3,NOUN
parroquias,,,1,ADJ
desenvainaba,,,1,VERB
haciéndoles,,,1,VERB
rutina,,,1,ADJ
descubierto,,,1,ADJ
plática,,,1,NOUN
rebele,,,1,VERB
exime,,,1,VERB
convertir,,,4,VERB
persiguen,,,3,VERB
deshonran,,,1,VERB
templos,,,1,NOUN
profanan,,,1,VERB
necesita,,,6,VERB
mártir,,,1,NOUN
remisión,,,1,NOUN
verdugos,,,2,NOUN
enérgico,,,2,ADJ
batallador,,,1,ADJ
bagazo,,,2,NOUN
triturarlo,,,1,VERB
espolonazo,,,2,NOUN
buscaría,,,1,VERB
jadear,,,1,VERB
cuerdo,,,1,NOUN
obligando,,,2,VERB
colocarte,,,2,VERB
defectos,,,3,NOUN
causen,,,1,VERB
cedido,,,2,ADJ
requerimientos,,,1,NOUN
ordenará,,,1,VERB
parezca,,,3,VERB
quedaras,,,1,NOUN
conformarte,,,1,VERB
contemporizar,,,1,VERB
absolver,,,2,VERB
reprimiría,,,1,VERB
leguleyos,,,1,ADJ
encopetados,,,1,ADJ
inclinarse,,,2,VERB
genuflexiones,,,1,NOUN
establezcas,,,1,VERB
consoladora,,,1,ADJ
incongruencia,,,2,NOUN
apología,,,1,NOUN
cómodo,,,2,ADJ
suculento,,,2,ADJ
obispos,,,1,NOUN
disertación,,,1,NOUN
anciano,,,7,ADJ
coleto,,,3,NOUN
queramos,,,1,VERB
misioneros,,,1,NOUN
define,,,1,VERB
coincidamos,,,1,VERB
jesuitas,,,1,ADJ
experimento,,,1,NOUN
interesante,,,1,ADJ
intentaron,,,2,VERB
fundar,,,1,VERB
utopía,,,1,NOUN
repartirles,,,1,VERB
enseñarles,,,1,VERB
pertenecen,,,1,VERB
arrebatadas,,,1,ADJ
oportunamente,,,2,ADV
negligencia,,,3,NOUN
ingenieros,,,1,NOUN
acabarán,,,1,VERB
estrellarse,,,1,VERB
pensaran,,,1,VERB
propagado,,,1,ADJ
habitaba,,,1,VERB
predicaran,,,1,VERB
sobrenatural,,,2,ADJ
inflamada,,,1,ADJ
transportó,,,1,VERB
repliques,,,1,VERB
replegó,,,3,VERB
pondré,,,1,VERB
presagio,,,1,NOUN
enteraron,,,2,VERB
agraria,,,3,ADJ
repartan,,,1,VERB
representante,,,1,PROPN
considerado,,,6,ADJ
servirte,,,1,VERB
ayudarte,,,1,VERB
objeciones,,,2,NOUN
despojaría,,,1,VERB
vigilar,,,6,VERB
implantar,,,1,VERB
rival,,,1,NOUN
acumula,,,1,VERB
sofismas,,,1,NOUN
convencerme,,,1,VERB
estime,,,1,VERB
agradecerle,,,2,VERB
proponía,,,1,VERB
apelar,,,3,VERB
decorosa,,,1,ADJ
apelación,,,1,NOUN
estancia,,,8,NOUN
daré,,,1,VERB
instrucciones,,,1,NOUN
urge,,,2,VERB
conseguiremos,,,1,VERB
aprovisionarte,,,1,NOUN
cedería,,,1,VERB
magnífica,,,1,ADJ
hallada,,,1,ADJ
separarla,,,3,VERB
preocupe,,,1,VERB
consentirá,,,1,VERB
resistido,,,1,ADJ
conformándose,,,1,VERB
episcopal,,,6,ADJ
espejismos,,,1,ADJ
confinamiento,,,2,NOUN
aldea,,,1,NOUN
olvidarían,,,1,VERB
olvidaría,,,1,VERB
respiró,,,2,VERB
aplastado,,,1,ADJ
voto,,,1,NOUN
obediencia,,,1,NOUN
destina,,,1,VERB
masones,,,1,NOUN
alarman,,,1,VERB
convence,,,1,VERB
apoyarme,,,1,VERB
amedrentar,,,1,VERB
diócesis,,,1,NOUN
enviándome,,,1,VERB
monseñores,,,1,NOUN
refundirte,,,1,ADJ
alumno,,,6,NOUN
enjugaba,,,1,VERB
lamentarán,,,1,VERB
gastado,,,2,ADJ
educarme,,,1,VERB
postre,,,1,NOUN
sirva,,,3,VERB
desahogadamente,,,1,ADV
brusca,,,3,ADJ
cesó,,,1,VERB
avergonzara,,,1,VERB
regocijaba,,,1,VERB
pulcra,,,1,ADJ
trastornaba,,,1,VERB
descuidadamente,,,1,ADV
lodo,,,1,PROPN
tapete,,,1,NOUN
temiendo,,,1,VERB
partiese,,,1,VERB
alcanzara,,,1,VERB
recompensaba,,,1,VERB
depender,,,1,VERB
exigirle,,,3,VERB
freír,,,1,VERB
servidos,,,1,ADJ
postergando,,,1,VERB
trazar,,,1,VERB
enrevesados,,,1,ADJ
arabescos,,,1,ADJ
pliego,,,2,NOUN
caligrafía,,,1,ADJ
escrupulosamente,,,1,ADV
escribirse,,,1,VERB
inmediatos,,,1,ADJ
imita,,,1,VERB
enésima,,,1,ADV
convivencia,,,4,NOUN
herméticos,,,1,ADJ
funesto,,,1,ADJ
aprensiones,,,1,NOUN
predominaban,,,1,VERB
encomienda,,,1,NOUN
agobiaba,,,1,VERB
sima,,,1,ADJ
mérito,,,4,NOUN
consentido,,,1,ADJ
comienzos,,,1,NOUN
perspectivas,,,2,NOUN
entregándose,,,1,VERB
física,,,1,ADJ
agotadora,,,1,ADJ
momentáneamente,,,3,ADV
pospuesto,,,1,ADJ
habitable,,,1,ADJ
colaba,,,1,VERB
tejas,,,1,NOUN
impregnándoles,,,1,ADJ
verdeaba,,,1,VERB
tlacuaches,,,1,NOUN
glacial,,,1,ADJ
batía,,,1,VERB
acudieron,,,3,VERB
espontáneamente,,,1,ADV
traducir,,,1,VERB
remendar,,,1,VERB
goteras,,,1,NOUN
establecidos,,,1,ADJ
causaban,,,2,VERB
provisiones,,,2,NOUN
pretendían,,,3,VERB
halagarlo,,,1,VERB
padecer,,,1,VERB
surtida,,,1,ADJ
frailes,,,3,NOUN
comportaron,,,1,VERB
advertía,,,3,VERB
proviniese,,,1,VERB
percatarse,,,1,VERB
medraban,,,1,VERB
numerosas,,,1,ADJ
estragos,,,1,NOUN
ajuar,,,3,NOUN
dormitorio,,,2,NOUN
donativo,,,1,NOUN
aconsejaba,,,3,VERB
acostarse,,,1,VERB
enorgullecerse,,,1,VERB
ambiguo,,,1,ADJ
suscitaba,,,1,VERB
deslucida,,,1,ADJ
butacas,,,1,NOUN
excepto,,,1,ADP
comodidad,,,1,NOUN
presidiendo,,,1,VERB
apego,,,1,ADJ
llevadera,,,1,ADJ
punzante,,,1,ADJ
sede,,,1,NOUN
denunciado,,,1,ADJ
practicaban,,,2,VERB
religión,,,3,NOUN
introduce,,,1,VERB
católico,,,3,ADJ
tolera,,,3,VERB
sobrepasaba,,,1,VERB
expuestas,,,1,ADJ
destrucción,,,1,NOUN
aceleraba,,,2,VERB
deterioro,,,1,NOUN
remedo,,,1,ADJ
odiadas,,,1,ADJ
obesidad,,,2,NOUN
contradictoria,,,1,ADJ
respecto,,,1,NOUN
tortugas,,,1,NOUN
grosura,,,1,NOUN
carapacho,,,1,NOUN
diminutos,,,1,ADJ
centelleaban,,,1,VERB
profusión,,,1,NOUN
trastecillos,,,1,NOUN
calvario,,,1,ADJ
tapada,,,1,VERB
informado,,,1,VERB
extinguirse,,,2,VERB
sustituida,,,1,VERB
reticente,,,1,ADJ
lienzo,,,2,NOUN
alegando,,,1,VERB
difusas,,,1,ADJ
deshilvanadas,,,2,ADJ
animadversión,,,1,VERB
destapó,,,1,VERB
cuadro,,,2,NOUN
pretexto,,,11,NOUN
agazapaba,,,1,VERB
abonar,,,1,VERB
funciones,,,1,NOUN
lapso,,,3,NOUN
amancebados,,,2,ADJ
lacra,,,1,NUM
avergonzarse,,,1,VERB
legalizado,,,1,VERB
uniones,,,1,NOUN
comunión,,,1,NOUN
perdonarse,,,1,VERB
gremio,,,1,PROPN
administrado,,,1,ADJ
receta,,,1,NOUN
hacerlas,,,2,VERB
familiaridad,,,1,NOUN
estupidez,,,1,NOUN
catequizar,,,1,VERB
transcurso,,,1,NOUN
modificar,,,2,VERB
encarnizado,,,1,ADJ
desahogar,,,2,VERB
instruir,,,2,VERB
elementales,,,2,ADJ
nociones,,,2,NOUN
resonante,,,2,ADJ
dedicados,,,1,ADJ
convidaba,,,2,VERB
bocados,,,4,NOUN
distraía,,,3,VERB
caritativo,,,1,ADJ
comiera,,,1,VERB
privaría,,,1,VERB
despaciosamente,,,1,ADV
escandalizó,,,1,VERB
limitación,,,1,NOUN
vocabulario,,,1,ADJ
explicadas,,,1,ADJ
abundantes,,,2,ADJ
vehementes,,,1,ADJ
verdades,,,2,NOUN
eructo,,,1,NOUN
descarado,,,1,ADJ
crispaban,,,1,VERB
reacciones,,,3,NOUN
amargo,,,2,ADJ
ruda,,,3,ADJ
mentalidad,,,1,NOUN
bostezo,,,1,NOUN
corteses,,,3,ADJ
patentes,,,3,NOUN
rectificar,,,3,VERB
cuántas,,,1,NUM
métodos,,,2,NOUN
importara,,,1,VERB
resultados,,,2,NOUN
obstinación,,,2,NOUN
renunciar,,,5,VERB
variaciones,,,2,NOUN
registros,,,1,NOUN
apartándolo,,,1,VERB
peroraba,,,2,VERB
convierte,,,1,VERB
sencillo,,,4,ADJ
posee,,,2,VERB
agotarse,,,1,VERB
benévola,,,1,ADJ
refundirse,,,1,VERB
parta,,,1,PROPN
excesiva,,,2,ADJ
corporal,,,1,ADJ
mansedumbre,,,2,NOUN
dictados,,,1,ADJ
corrompió,,,1,VERB
exacerbando,,,1,VERB
fungía,,,1,VERB
intérprete,,,1,NOUN
tergiversaba,,,1,VERB
malinterpretaba,,,1,VERB
insidioso,,,1,ADJ
estorbar,,,1,VERB
planes,,,4,NOUN
bastara,,,2,VERB
anualmente,,,2,ADV
laudable,,,1,ADJ
limitaba,,,1,VERB
seguirían,,,2,VERB
constituye,,,1,VERB
instruírseles,,,1,VERB
excitarlos,,,1,ADJ
penitencia,,,1,NOUN
suprimiese,,,1,VERB
ritos,,,3,NOUN
mancillaba,,,1,VERB
protestarían,,,1,VERB
margarita,,,1,PROPN
emborrachase,,,1,PROPN
dejados,,,1,ADJ
pobladores,,,1,NOUN
confluían,,,1,VERB
doblados,,,1,ADJ
productos,,,1,NOUN
importarles,,,1,VERB
ingerido,,,1,ADJ
borracha,,,1,ADJ
arrastrados,,,1,ADJ
revolcaban,,,1,VERB
salpicando,,,1,VERB
auxilio,,,7,NOUN
gendarmes,,,1,ADJ
gendarme,,,1,VERB
diestro,,,1,ADJ
empujar,,,2,VERB
pago,,,2,NOUN
colmada,,,2,ADJ
atraer,,,2,VERB
convertirlos,,,1,VERB
conscientes,,,1,ADJ
activos,,,1,ADJ
militante,,,1,ADJ
ascendido,,,1,ADJ
antros,,,1,NOUN
desecharon,,,1,VERB
sustituirlas,,,2,VERB
alcanzarían,,,2,VERB
malestares,,,1,NOUN
palos,,,2,NOUN
ciego,,,2,ADJ
vendaban,,,1,VERB
acerté,,,2,VERB
piñata,,,1,NOUN
pertinaz,,,1,ADJ
aguacero,,,5,NOUN
interrumpido,,,1,VERB
torrente,,,1,PROPN
revestirse,,,1,VERB
sonoridad,,,1,NOUN
hueca,,,2,ADJ
alumbrarse,,,1,VERB
hallarlo,,,1,VERB
fieras,,,1,ADJ
congregado,,,2,ADJ
tendidos,,,1,ADJ
resguardaban,,,1,VERB
concavidad,,,1,NOUN
agonizante,,,2,ADJ
enfrentaban,,,1,VERB
reclamación,,,1,NOUN
incesantemente,,,1,ADV
cesara,,,1,VERB
escaleras,,,1,NOUN
ebrio,,,1,ADJ
órgano,,,1,NOUN
condenaba,,,2,VERB
desaliento,,,1,NOUN
incomprendido,,,1,ADJ
indignación,,,3,NOUN
sacrilegio,,,1,NOUN
estúpidamente,,,2,ADV
aplastando,,,1,VERB
teclas,,,1,NOUN
fatalidad,,,1,VERB
extinguiéndose,,,1,VERB
anormal,,,1,ADJ
apretaron,,,1,VERB
amenazadoramente,,,1,ADV
bastones,,,1,NOUN
penosamente,,,2,ADV
erguirse,,,1,VERB
serenidad,,,1,VERB
cinceladas,,,1,ADJ
examinándose,,,1,VERB
talones,,,1,NOUN
pretensiones,,,2,NOUN
portafolios,,,1,ADJ
remueve,,,1,VERB
légamo,,,1,VERB
agente,,,2,NOUN
alborota,,,1,VERB
suscita,,,2,VERB
pendencias,,,2,NOUN
deuda,,,2,NOUN
soltera,,,1,ADJ
finaliza,,,1,VERB
establecerse,,,2,VERB
empleados,,,1,ADJ
determinar,,,2,VERB
desdeña,,,2,ADJ
imitadas,,,1,VERB
temidas,,,1,ADJ
admiradas,,,1,NOUN
adjudicar,,,1,VERB
ejidos,,,1,NOUN
comunidades,,,5,NOUN
latifundios,,,1,NOUN
régimen,,,1,NOUN
exigido,,,2,ADJ
alarmó,,,1,VERB
desempolvaron,,,1,VERB
consultaron,,,2,VERB
rábulas,,,2,ADJ
celebraron,,,2,VERB
servidor,,,1,ADJ
trucos,,,1,NOUN
irrumpía,,,1,VERB
indiscreto,,,1,ADJ
nivelar,,,2,VERB
presupuesto,,,1,NOUN
matemáticas,,,2,ADJ
instituto,,,5,NOUN
envanecidas,,,1,ADJ
ascendencia,,,1,ADJ
desahogo,,,2,NOUN
económico,,,1,ADJ
gula,,,1,PROPN
ocio,,,2,NOUN
femenina,,,1,ADJ
pasea,,,1,VERB
eleva,,,1,VERB
insolentemente,,,2,ADV
santigüen,,,1,VERB
sueñen,,,1,VERB
tasquen,,,1,ADJ
respetabilidad,,,1,VERB
rememoren,,,1,VERB
consejas,,,1,ADJ
vaticinen,,,1,VERB
hogareños,,,1,ADJ
precarias,,,1,ADJ
aturdiera,,,1,ADJ
intransigencia,,,1,NOUN
preservar,,,1,VERB
aprendiendo,,,2,VERB
consultar,,,2,VERB
inscribió,,,2,VERB
recursos,,,2,NOUN
vedaban,,,1,VERB
escuelas,,,1,NOUN
particulares,,,5,ADJ
facultades,,,1,NOUN
despejadas,,,1,ADJ
satisfactoriamente,,,1,ADV
farmacia,,,1,NOUN
disfrutaban,,,1,VERB
modesta,,,1,ADJ
inagotable,,,2,ADJ
solucionase,,,1,VERB
confusiones,,,1,NOUN
confiriera,,,1,VERB
desengañó,,,1,VERB
faltas,,,1,ADJ
regaños,,,1,NOUN
pandilla,,,1,NOUN
fundamental,,,1,ADJ
enteras,,,2,ADJ
teóricos,,,1,ADJ
tácticos,,,1,ADJ
exprimía,,,1,VERB
temas,,,3,NOUN
arrojaba,,,2,VERB
reparto,,,6,NOUN
equitativo,,,1,ADJ
penetración,,,1,NOUN
capitales,,,1,ADJ
reforma,,,1,NOUN
adquieren,,,1,VERB
contorno,,,1,NOUN
definido,,,1,ADJ
comprometió,,,1,VERB
apostura,,,1,NOUN
líder,,,1,NOUN
nitidez,,,1,NOUN
reflejaba,,,1,VERB
provisional,,,1,ADJ
precipitar,,,2,VERB
arrebato,,,2,ADJ
preponderancia,,,1,NOUN
depuso,,,1,VERB
legalizara,,,1,VERB
burguesa,,,1,ADJ
heroína,,,1,NOUN
desafía,,,1,VERB
amago,,,1,ADJ
despúes,,,1,NOUN
despreocupadas,,,1,ADJ
caóticas,,,1,ADJ
empeñar,,,1,VERB
ahorcó,,,1,VERB
provincia,,,2,NOUN
estímulos,,,1,NOUN
intelectuales,,,2,ADJ
novelesco,,,1,ADJ
tepic,,,3,PROPN
reprobaba,,,1,VERB
enfriándose,,,1,VERB
cediendo,,,2,VERB
acecho,,,1,NOUN
agravios,,,1,NOUN
aplacaban,,,1,AUX
exasperado,,,2,ADJ
asidero,,,3,NOUN
sospechando,,,1,VERB
concederlo,,,1,VERB
sacrificarse,,,1,VERB
estallidos,,,1,NOUN
ocasionales,,,2,ADJ
tácito,,,1,ADJ
defraudado,,,1,VERB
confiarse,,,1,VERB
lograr,,,5,VERB
ambiciones,,,2,NOUN
desfavorable,,,2,ADJ
ingeniaría,,,1,VERB
reverenciasen,,,1,VERB
traslado,,,1,NOUN
desperdició,,,1,VERB
usos,,,1,NOUN
exaltó,,,1,VERB
pulió,,,1,VERB
concienzudamente,,,1,ADV
impreso,,,1,ADJ
calificar,,,2,VERB
genealogía,,,1,NOUN
nobles,,,1,ADJ
antepasados,,,2,NOUN
razonable,,,1,ADJ
cazurría,,,1,VERB
provinciano,,,2,ADJ
teme,,,4,VERB
abusen,,,1,VERB
prefiere,,,3,VERB
pasándose,,,1,VERB
acertar,,,1,VERB
lisonjas,,,1,NOUN
filtrarse,,,1,VERB
indiscreta,,,1,ADJ
murmuraciones,,,3,NOUN
crearse,,,1,VERB
presentada,,,1,VERB
frecuentarla,,,1,VERB
conveniente,,,3,ADJ
doméstica,,,1,ADJ
cabecean,,,1,PROPN
derraman,,,2,VERB
rezumante,,,1,ADV
penden,,,1,VERB
saciarse,,,1,VERB
explícitas,,,1,ADJ
intrascendente,,,1,ADJ
predominó,,,1,VERB
coleta,,,1,ADJ
reconoce,,,5,VERB
marcar,,,1,VERB
apartaban,,,2,VERB
fallas,,,1,NOUN
limitaciones,,,1,NOUN
nulo,,,2,ADJ
desarrollo,,,2,NOUN
zebadúa,,,1,PROPN
colocaba,,,2,VERB
crítica,,,2,ADJ
aplicación,,,3,NOUN
enaltecer,,,1,VERB
talismán,,,1,NOUN
cualidad,,,2,NOUN
conocimiento,,,4,NOUN
reservado,,,3,ADJ
preciara,,,1,VERB
significar,,,2,VERB
fallo,,,1,NOUN
inapelable,,,1,ADJ
rechazar,,,6,VERB
advenediza,,,1,VERB
equívocos,,,1,SCONJ
entrecerrados,,,1,ADJ
pintorescos,,,1,ADJ
relatos,,,2,NOUN
sedujese,,,1,VERB
cascabeleo,,,1,NOUN
agitaba,,,1,VERB
repaso,,,1,NOUN
convulsión,,,1,NOUN
razonaba,,,2,VERB
despojarme,,,1,VERB
fulana,,,1,NOUN
descárate,,,1,VERB
contribuían,,,1,VERB
rebeliones,,,2,NOUN
alarmas,,,1,NOUN
descorazonamiento,,,1,NOUN
brechas,,,1,NOUN
testimoniado,,,1,ADJ
adhesión,,,1,NOUN
obvia,,,2,ADJ
bajeza,,,1,ADJ
esquivarlo,,,1,VERB
novedades,,,1,NOUN
huraño,,,1,ADJ
delatarme,,,1,ADJ
concebir,,,1,VERB
suscitaran,,,1,VERB
eje,,,1,NOUN
abrumada,,,1,ADJ
reproches,,,2,NOUN
insultos,,,1,NOUN
irrisión,,,1,NOUN
tranquilizó,,,1,VERB
secretamente,,,1,ADV
crisparse,,,1,VERB
invalidez,,,2,NOUN
irónica,,,1,ADJ
ruego,,,1,NOUN
timbre,,,1,NOUN
autoritario,,,1,ADJ
conminación,,,1,NOUN
renunciase,,,1,VERB
preocupara,,,1,VERB
incomodar,,,1,VERB
escandalizaba,,,2,VERB
sientas,,,1,PROPN
pasas,,,1,VERB
hicieras,,,1,PROPN
yacía,,,6,VERB
demuestres,,,1,VERB
pongas,,,2,VERB
podrías,,,2,AUX
fatigar,,,1,VERB
apóyate,,,1,PROPN
sosténte,,,1,PROPN
animosa,,,1,ADJ
sometiera,,,1,VERB
ficticio,,,1,ADJ
retiraremos,,,1,VERB
sesiones,,,1,NOUN
desazonaba,,,1,VERB
amoldarse,,,1,VERB
contradictorias,,,2,ADJ
unían,,,1,VERB
somete,,,1,VERB
temerse,,,1,VERB
progresos,,,1,NOUN
aparentes,,,1,ADJ
ruinosa,,,1,ADJ
taimada,,,2,ADJ
hijastra,,,1,NOUN
horma,,,1,NOUN
osaba,,,2,VERB
explosión,,,1,NOUN
adelantarse,,,1,VERB
rindió,,,1,VERB
resistencia,,,3,NOUN
equivocada,,,1,ADJ
influjo,,,1,NOUN
demostración,,,1,NOUN
descubrimiento,,,3,NOUN
fisonomía,,,1,PROPN
ansiaba,,,1,VERB
juegue,,,1,VERB
servirle,,,1,VERB
azuzando,,,1,VERB
afianzaba,,,1,VERB
incitaba,,,2,VERB
brotaron,,,1,VERB
rememoraciones,,,1,AUX
ganando,,,1,VERB
soltura,,,3,NOUN
charlas,,,2,NOUN
anécdotas,,,1,NOUN
minucias,,,1,NOUN
referirse,,,6,VERB
adquirió,,,2,VERB
alentadas,,,1,ADJ
credulidad,,,1,NOUN
imaginaciones,,,1,NOUN
consistencia,,,3,NOUN
criminales,,,1,NOUN
planear,,,1,VERB
felicitarse,,,1,VERB
aspavientos,,,3,NOUN
protagonista,,,1,ADJ
entregarse,,,6,VERB
obstáculos,,,4,NOUN
absorbente,,,1,ADJ
arrepentirás,,,1,VERB
procuro,,,1,VERB
fingiéndote,,,1,NOUN
aburran,,,1,VERB
engáñala,,,1,ADJ
hazle,,,1,VERB
mantendrá,,,1,VERB
temblando,,,2,VERB
pudre,,,1,VERB
conquistarla,,,1,VERB
migaja,,,1,ADV
repugnase,,,1,VERB
acostara,,,1,VERB
cojines,,,1,NOUN
rechazando,,,1,VERB
relucientes,,,1,ADJ
convulsa,,,1,ADJ
efervescían,,,1,VERB
fulminante,,,1,ADJ
transmitírselos,,,1,NOUN
conquista,,,3,ADJ
tibia,,,2,ADJ
invitaban,,,1,VERB
envaramiento,,,1,DET
desgastada,,,1,ADJ
noblemente,,,1,ADV
aposento,,,1,NOUN
campaba,,,1,VERB
modito,,,1,PROPN
alfilerazo,,,1,ADJ
vulnerable,,,2,ADJ
ponderativamente,,,1,ADV
chicos,,,1,NOUN
entretenimiento,,,2,NOUN
lucero,,,1,NOUN
adivina,,,1,ADJ
quemando,,,1,VERB
plebeyo,,,1,PROPN
divertido,,,2,ADJ
ésos,,,2,PRON
vulgo,,,1,PROPN
opinan,,,1,VERB
averiguara,,,1,VERB
firmemente,,,1,ADV
sobrenaturales,,,1,ADJ
reticencia,,,3,NOUN
respóndales,,,1,ADJ
captaba,,,2,VERB
difuntos,,,1,ADJ
paralizó,,,1,VERB
atormentarse,,,1,VERB
parecerle,,,1,VERB
fundirse,,,3,VERB
descifrar,,,1,VERB
valemos,,,1,VERB
hereda,,,1,VERB
ceñirlo,,,1,VERB
atormentado,,,2,ADJ
imagina,,,1,VERB
hablemos,,,1,VERB
aparentar,,,1,VERB
oleajes,,,1,NOUN
contradictorios,,,1,ADJ
voluptuosidad,,,1,NOUN
rescató,,,3,VERB
aprisionando,,,1,VERB
esquivó,,,1,VERB
envanezca,,,1,PROPN
expulsó,,,1,VERB
interpretado,,,1,ADJ
exprimieron,,,1,VERB
pólvora,,,2,NOUN
disuelta,,,1,ADJ
acorralaron,,,1,VERB
arreglármelas,,,1,NOUN
comadronas,,,1,NOUN
dificultades,,,4,NOUN
ofrecí,,,1,VERB
alegaba,,,1,VERB
vaqueros,,,1,ADJ
batieron,,,1,VERB
zurdida,,,1,ADJ
partiendo,,,1,VERB
buscaste,,,1,VERB
entenderemos,,,1,VERB
majada,,,1,ADJ
engañó,,,1,VERB
soltáramos,,,1,ADJ
descubrí,,,1,VERB
mermando,,,1,VERB
dársela,,,1,VERB
concluir,,,1,VERB
afloró,,,1,VERB
desaprobatoria,,,1,ADJ
justificarse,,,2,VERB
condenó,,,1,VERB
prédicas,,,5,ADJ
tratamos,,,1,VERB
bautizaron,,,2,VERB
desamparado,,,4,ADJ
destetar,,,1,VERB
acaben,,,3,VERB
pura,,,1,PROPN
amarrada,,,1,ADJ
palidez,,,1,NOUN
encariñado,,,2,ADJ
partidaria,,,1,ADJ
críen,,,1,VERB
tzec,,,3,PROPN
alejáramos,,,1,VERB
enderezarla,,,1,VERB
traspasamos,,,1,VERB
sirviente,,,1,ADJ
aguantara,,,1,VERB
recayó,,,1,VERB
desmedida,,,2,ADJ
abyeccion,,,1,PROPN
desinteresarse,,,1,VERB
advertirlo,,,1,VERB
desapercibida,,,1,ADJ
notara,,,1,VERB
anochecer,,,1,ADJ
chiuptik,,,2,PROPN
neblina,,,1,NOUN
cubre,,,2,VERB
chisporrotea,,,1,VERB
ocotero,,,1,ADJ
difundiendo,,,1,VERB
ateridos,,,1,ADJ
acurrucan,,,1,VERB
flauta,,,2,ADJ
caña,,,1,NOUN
labrada,,,1,ADJ
pastor,,,2,NOUN
