,La Señal,Los Recuerdos del Porvenir,Oficio de Tinieblas,Tipo
fantasma,1,2,1,ADJ PROPN
víctima,1,2,6,NOUN
doble,,2,3,ADJ
parroquianos,1,2,,NOUN
intimidad,1,2,6,NOUN
insistente,1,2,1,ADJ
leía,,2,,VERB
cargadas,,2,,ADJ
cabizbajos,,2,,NOUN
manga,,2,1,NOUN ADV
vilo,,2,1,NOUN
tratar,3,2,5,VERB
rechazó,,2,1,VERB
solo,4,2,5,ADJ
ii,,2,1,PROPN
fabricaban,,2,,VERB
alivio,1,2,1,NOUN ADJ
escogido,,2,1,ADJ
fuego,1,2,11,NOUN
caja,3,2,2,NOUN
marcas,,2,,NOUN
ix,,2,1,PROPN
encandilada,,2,,ADJ
rizos,,2,,NOUN
grillos,,2,1,NOUN
pronunció,1,2,4,VERB
visitado,,2,1,ADJ
espacios,,2,1,NOUN
montando,,2,,VERB
confianza,1,2,9,NOUN
extranjeros,,2,2,ADJ
aldabonazos,,2,,NOUN
seguridad,4,2,8,NOUN
crecido,1,2,1,VERB ADJ
quinqués,,2,,NUM
repetidas,,2,1,ADJ VERB
guarnición,,2,2,NOUN
llevarían,,2,1,VERB
ladeó,,2,,VERB
golpeándose,,2,,VERB
escurría,1,2,6,NOUN VERB
llenando,,2,3,VERB
amarilla,,2,,ADJ
piense,,2,1,VERB
subían,,2,,VERB
inquieta,1,2,2,ADJ
generaciones,,2,2,NOUN
revueltos,,2,,ADJ
repiten,,2,2,VERB
juanmoncadae,,2,,ADJ
cuál,,2,2,PRON
limitado,,2,,ADJ
dirige,,2,1,VERB
desesperado,,2,5,ADJ
reconocer,1,2,15,VERB
domingo,,2,4,NOUN
olvidadas,1,2,,ADJ
acuerdas,1,2,,VERB
isabelmoncadae,,2,,ADJ
observa,,2,1,VERB
turbada,,2,1,ADJ
circulaban,,2,1,VERB
luminosas,,2,,ADJ
cascaras,,2,,NOUN
empeñaba,1,2,1,VERB
cruza,,2,,VERB
poderes,,2,1,NOUN PROPN
juzgaba,,2,1,VERB
señalado,,2,1,ADJ VERB
fuegos,,2,,NOUN
estatuas,,2,,NOUN
conmigo,4,2,1,PRON PROPN
ilusoria,,2,,ADJ
colina,,2,,NOUN
flores,3,2,5,NOUN PROPN
colgada,,2,,ADJ
basta,,2,6,VERB
peine,,2,1,PROPN NOUN
desprendía,1,2,2,VERB
extraviados,,2,,ADJ
cliente,,2,,NOUN
prestar,,2,,VERB
abandonado,4,2,6,ADJ
inquieto,,2,2,ADJ
rebotando,,2,,VERB
buscarle,,2,1,VERB
jóvenes,1,2,2,ADJ
yeguas,,2,1,NOUN
tirar,1,2,,VERB
iluminaron,,2,,VERB
responsabilidad,,2,6,NOUN
hicimos,,2,,VERB
leve,3,2,13,ADJ
desconsolado,,2,,ADJ
cementerio,,2,,NOUN
veinte,3,2,1,NUM
deseaban,,2,,VERB
clase,3,2,4,NOUN
convencerse,1,2,4,VERB
organizaba,,2,,VERB
abuelo,1,2,,PROPN NOUN
hijo,3,2,1,NOUN
pistola,1,2,2,PROPN NOUN
ocupo,1,2,,VERB
volviendo,,2,2,VERB
manera,20,2,14,NOUN
voy,1,2,1,AUX VERB
apuntaba,1,2,2,VERB
provocaron,,2,1,VERB
obedecía,,2,4,VERB
pelo,4,2,6,NOUN
triunfo,,2,9,NOUN
encaminó,1,2,1,VERB
afilaba,,2,,VERB
fondo,4,2,1,NOUN
albores,,2,,NOUN
anunciaban,,2,1,VERB
iluminaba,,2,2,VERB
rifle,1,2,5,NOUN
atado,,2,5,ADJ
tejano,,2,,ADJ
brotaban,,2,3,VERB
protesta,,2,2,NOUN
virgen,1,2,3,PROPN
dispuso,,2,2,VERB
ideas,,2,6,NOUN
magia,,2,,NOUN
desordenada,,2,3,ADJ
xii,,2,1,NOUN PROPN
espantadas,,2,,ADJ
digas,1,2,,VERB
pasara,,2,,VERB
humildemente,,2,2,ADV
apoyado,1,2,1,ADJ
ráfaga,,2,2,NOUN
matado,1,2,1,ADJ
clamor,,2,1,NOUN
espuma,,2,4,NOUN
excitados,1,2,2,ADJ
dé,1,2,3,VERB
creíamos,,2,,VERB
esperan,1,2,1,VERB
juanae,,2,,PROPN
instante,1,2,5,NOUN
quisieron,1,2,3,VERB
saca,,2,4,VERB
riendas,,2,4,NOUN
espera,3,2,4,VERB
borrachos,,2,,ADJ
imprevisto,,2,,ADJ
futuro,1,2,2,ADJ NOUN
sueltas,,2,,ADJ
consolas,,2,,NOUN
acariciando,1,2,,VERB
costados,,2,,NOUN
enroscadas,,2,,ADJ
claridad,1,2,2,NOUN
únicos,,2,7,ADJ
acompañadas,,2,,ADJ
levantando,4,2,1,VERB
solución,1,2,1,NOUN
bastante,1,2,7,ADV
dedicó,1,2,,VERB
magnolias,,2,,NOUN
ocupaban,1,2,2,VERB
motines,,2,,NOUN
polvareda,1,2,,NOUN
misterioso,1,2,1,ADJ
dueña,1,2,1,ADJ NOUN
sonrío,,2,,VERB
oculto,1,2,3,ADJ
feroces,,2,,ADJ
expulsada,,2,1,ADJ
losas,,2,1,NOUN ADJ
sintiéndose,,2,,VERB
crecen,,2,,VERB
riquezas,1,2,1,NOUN
veladoras,1,2,,ADJ
banca,,2,,NOUN
alcohol,,2,1,ADJ
dejada,,2,2,ADJ
tío,4,2,,NOUN
estela,,2,1,NOUN ADJ
fuentes,,2,,NOUN
crisis,,2,6,NOUN
cambia,1,2,3,VERB
pilas,,2,,NOUN
plaza,1,2,3,NOUN PROPN
ruidosos,,2,,ADJ
pegada,3,2,1,ADJ
plumas,,2,,NOUN
finísima,,2,,ADJ
necesitamos,1,2,1,VERB
abanico,,2,,ADJ
ahumados,,2,,ADJ
vistiendo,,2,,VERB
agradecían,,2,2,VERB
cuidado,1,2,1,ADJ NOUN
sembrada,,2,1,ADJ
alhajas,1,2,,NOUN
joyas,,2,,NOUN
rodaban,,2,,VERB
envidiaba,,2,,VERB
estrado,,2,1,ADJ NOUN
cargados,,2,1,ADJ
escuchado,1,2,3,ADJ VERB
asintió,,2,2,VERB
desparpajo,,2,1,NOUN
viste,,2,1,VERB
sonaban,,2,1,VERB
caen,,2,2,VERB
cariñito,,2,,NOUN
olvido,,2,2,NOUN
campanadas,1,2,2,ADJ NOUN
contrafuertes,,2,,ADJ
enojadas,,2,,ADJ
inocente,3,2,6,ADJ
tumbas,,2,,NOUN
dibujo,4,2,2,NOUN
esquinas,,2,1,NOUN
pálidas,,2,2,ADJ
avanzaron,,2,1,VERB
tumba,1,2,2,NOUN
miren,,2,1,VERB
esconder,,2,2,VERB
solitarias,1,2,,ADJ
dejamos,1,2,,VERB
eligió,1,2,,VERB
frutos,,2,1,NOUN
valiera,,2,,VERB
oscurecer,,2,,VERB
misteriosa,,2,,ADJ
reanimar,,2,1,VERB
desnuda,4,2,2,ADJ
introducía,,2,,VERB
agarrar,,2,2,VERB
acabe,,2,1,VERB
san,3,2,78,PROPN
ánimos,,2,2,NOUN
disminuía,,2,,VERB
crecía,,2,5,VERB
únicamente,17,2,27,ADV
hambrientos,,2,,ADJ
huecos,,2,,NOUN
obra,,2,3,NOUN
llamando,1,2,,VERB
trances,,1,1,NOUN
desfallecido,,1,,ADJ
vendía,,1,,VERB
arracadas,,1,2,ADJ
refresquera,,1,,ADJ
fingir,,1,3,VERB
urquizo,,1,,ADJ
hedor,,1,,NOUN
despreocupados,,1,,ADJ
barbas,,1,,NOUN
indicar,,1,1,VERB
baratijas,,1,,NOUN
sospechas,,1,2,NOUN
obregón,,1,,PROPN
reservada,,1,,ADJ
regando,,1,,VERB
serviré,,1,,ADJ
tomara,,1,,VERB
cristiano,,1,1,ADJ
remojados,,1,,ADJ
disipar,,1,2,VERB
pasárselo,,1,,VERB
oye,,1,1,VERB
aluzamos,,1,,VERB
rayar,,1,,VERB
casa,4,1,1,NOUN PROPN
pedriza,,1,,PROPN
servida,,1,,ADJ
entreabrían,,1,,VERB
espantaba,,1,1,VERB
aliviaban,,1,,VERB
huaraches,,1,,NOUN
vuelta,6,1,8,NOUN
sopesó,,1,,VERB
plumero,,1,,NOUN
hallo,,1,1,VERB
abrazó,6,1,1,VERB
loro,,1,,PROPN
renegrida,,1,,ADJ
inició,,1,2,VERB
adusta,,1,1,VERB
impacientes,,1,,ADJ
desagrado,,1,,NOUN
di,4,1,1,VERB
medita,,1,,VERB
anillos,,1,,NOUN
hamacas,,1,1,ADJ NOUN
diana,,1,,PROPN
retorcido,,1,,ADJ
inspeccionó,,1,,VERB
guacamayas,,1,,PROPN
verdadero,6,1,4,ADJ
loros,,1,,NOUN
sirvienta,,1,1,ADJ
jaulas,,1,1,NOUN ADJ
enjarrado,,1,,ADJ
corredor,4,1,1,NOUN
tacitas,,1,,NOUN
barrida,,1,,ADJ
tonto,,1,,NOUN
avispas,,1,1,NOUN
pañuelos,,1,,NOUN
apagaban,,1,,VERB
encenderse,,1,,VERB
turcos,,1,,NOUN
costa,,1,4,NOUN
asesinaba,,1,,VERB
mula,,1,3,NOUN
compraban,,1,,VERB
pierda,,1,,VERB
mulas,,1,,NOUN
faltarle,,1,,VERB
fantasías,,1,1,NOUN
repósese,,1,,PROPN
jabones,,1,,NOUN
dormitaban,,1,,VERB
calculó,,1,,VERB
cusca,,1,,NOUN
recorrer,,1,1,VERB
alfajor,,1,,ADV
precipitadamente,,1,2,ADV
siento,6,1,1,VERB
perpendicular,,1,,ADJ
provocaba,,1,1,VERB
locura,4,1,,NOUN
ruta,,1,,NOUN
avisada,,1,,ADJ
emprendía,,1,,VERB
recargaba,,1,,VERB
ignoró,,1,,ADJ
felices,,1,,ADJ
destinado,,1,3,ADJ
picoteaban,,1,,VERB
blusas,,1,,NOUN
usadas,,1,,ADJ
secaban,,1,1,VERB
centelleante,,1,,ADJ
escarchado,,1,,ADJ
parafina,,1,,ADJ
olvidamos,,1,,VERB
tregua,,1,3,NOUN
manojos,,1,2,NOUN
mazorcas,,1,,NOUN
tinaja,,1,,PROPN
acercarnos,,1,1,VERB
alejamos,,1,,VERB
barro,,1,4,NOUN
troupe,,1,,NOUN
rascó,,1,,VERB
acarreó,,1,,VERB
fijado,,1,1,ADJ
arrebatar,,1,3,VERB
vasito,,1,,NOUN
ramito,,1,,NOUN
desdibujando,,1,,VERB
pollos,,1,1,NOUN
ligeras,,1,,ADJ
cacariza,,1,,PROPN
añosos,,1,,ADJ
acusaciones,,1,3,NOUN
criminal,,1,,ADJ
sabré,,1,,AUX
platicando,,1,,VERB
bajaré,,1,,VERB
palmaditas,,1,,NOUN
éxito,,1,5,NOUN
paquete,,1,1,ADJ NOUN
gemela,,1,,NOUN
cruzados,,1,1,ADJ
intruso,,1,1,ADJ
rodearon,,1,,VERB
velero,,1,,NOUN
ocupa,,1,2,VERB
ultimo,,1,,ADJ
indicarme,,1,,VERB
darles,,1,2,VERB
alzada,,1,,ADJ
cartitas,,1,,NOUN
recuerdito,,1,,VERB
leerse,,1,,VERB
cuajó,,1,1,VERB
dibujado,,1,,ADJ
ramo,,1,1,NOUN
saborcito,,1,,NOUN
azucarada,,1,,ADJ
casé,,1,1,VERB
informó,,1,,VERB
deshacían,,1,,VERB
aferrándose,,1,,VERB
bruja,,1,1,ADJ NOUN
convertirlo,,1,4,VERB
sonámbulo,,1,,NOUN
actuaron,,1,,VERB
salí,6,1,1,VERB
dotados,,1,,ADJ
planos,,1,2,NOUN
insulto,,1,,ADJ
cegaba,,1,,VERB
patético,,1,,ADJ
desbocadas,,1,,ADJ
arrebatado,,1,5,VERB ADJ
engañándolo,,1,,VERB
mostraban,,1,2,VERB
resuenan,,1,2,VERB
equivocados,,1,,ADJ
confundía,,1,1,VERB
delicadeza,4,1,3,NOUN PROPN
flotantes,,1,,ADJ
escucho,,1,,VERB
floreó,,1,,PROPN
comentó,,1,,VERB
encantamiento,,1,,NOUN
funcionan,,1,,VERB
ensayos,,1,1,NOUN
comernos,,1,,VERB
dizque,,1,,ADJ
exploradores,,1,,ADJ
cercanías,,1,,ADJ
leí,,1,,VERB
vecindad,,1,1,NOUN
área,,1,1,NOUN
disponga,,1,,VERB
subiéndolo,,1,,VERB
adentraron,,1,,VERB
anciana,,1,1,ADJ
vuelve,6,1,8,VERB PROPN
catre,,1,,NOUN
puras,,1,1,ADJ
teatros,,1,,ADJ
privábamos,,1,,VERB
faltaban,,1,,VERB
alientos,,1,1,NOUN ADJ
invalido,,1,,ADJ
arrojar,,1,1,VERB
observado,,1,,ADJ
lanzar,,1,2,VERB
delito,,1,3,NOUN
intensas,,1,,ADJ
ligerito,,1,,ADJ
habladoras,,1,,ADJ
repitiéndosela,,1,,ADJ
terminaban,,1,,VERB
interminables,,1,4,ADJ
aliviar,,1,,VERB
inferioridad,,1,2,NOUN
formularse,,1,1,VERB
simple,4,1,7,ADJ
bebe,,1,3,VERB
erguía,,1,3,VERB
échele,,1,,PROPN
cooperar,,1,,VERB
esclarecer,,1,,VERB
horrendo,,1,,ADJ
quisiese,,1,,VERB
cocimiento,,1,,NOUN
limpiadoras,,1,,ADJ
cataplasmas,,1,,ADJ
deleite,,1,1,NOUN
consideraba,,1,2,VERB
profundidades,,1,,NOUN
remediar,,1,3,VERB
dormimos,,1,1,VERB
infranqueable,,1,,ADJ
curar,,1,1,VERB
barrera,,1,2,NOUN
libremente,,1,2,ADV
cometemos,,1,,VERB
sospechosas,,1,1,ADJ
cometió,,1,,VERB
futuros,,1,,ADJ
culpables,,1,2,NOUN ADJ
iríamos,,1,,VERB
salvarse,,1,1,VERB
parar,,1,7,VERB
quererse,,1,,VERB
geranios,,1,,NOUN
santiguándose,,1,,VERB
formo,,1,,VERB
acusaran,,1,,VERB
oculares,,1,,ADJ
trasmitirle,,1,,VERB
dele,,1,,VERB
entran,,1,,VERB
acaricio,,1,,VERB
engrió,,1,,PROPN
ponerlo,,1,,VERB
objeto,4,1,13,NOUN PROPN
perdonando,,1,,VERB
ayudante,,1,1,ADJ NOUN
entrecortada,,1,,ADJ
barullo,,1,,ADJ
severa,,1,,ADJ
decididas,,1,,ADJ
ganó,,1,1,VERB
moneda,,1,3,NOUN
dato,,1,1,NOUN
díganlo,,1,,VERB
evitarse,,1,,VERB
despegaron,,1,,VERB
acompañados,,1,,ADJ
ruidoso,,1,,ADJ
acabas,,1,1,PROPN VERB
asentir,,1,2,VERB
indefenso,,1,,ADJ
cesado,,1,2,ADJ
defraudada,,1,1,ADJ
huevo,,1,,NOUN
carne,6,1,15,NOUN
penosa,,1,,ADJ
grano,,1,2,NOUN
revisaran,,1,,VERB
escrutó,,1,,VERB
jazmín,,1,,NOUN
marciales,,1,,ADJ
comunicaban,,1,,VERB
hablaran,,1,,VERB
destrozo,,1,,NOUN
lívidas,,1,,ADJ
ordenado,,1,1,ADJ VERB
declararla,,1,,VERB
rebenque,,1,,NOUN
entereza,,1,,PROPN
atontada,,1,,ADJ
recién,4,1,28,ADV
incluyéndose,,1,,VERB
diles,,1,1,NOUN ADJ
queden,,1,1,VERB
ordenes,,1,,NOUN
lucieran,,1,,VERB
despedida,,1,1,NOUN
interrogó,,1,1,VERB
trémulo,,1,,DET
romperla,,1,,VERB
limones,,1,,NOUN
apetece,,1,1,VERB
encubridores,,1,,NOUN
ruidosa,,1,,ADJ
vació,,1,,VERB
produjeron,,1,,VERB
insignificancia,,1,1,ADJ NOUN
disminuyó,,1,1,VERB
montado,,1,1,ADJ
escindió,,1,,VERB
viajaba,,1,,VERB
escape,,1,,ADJ
mentado,,1,1,ADJ
convencida,,1,,ADJ
plato,,1,4,NOUN
brío,,1,3,NOUN
banquete,,1,2,NOUN
extrema,,1,3,ADJ
voceadores,,1,,ADJ
afirmo,,1,,VERB
cultos,,1,1,ADJ
bamboleó,,1,,ADJ
religiosos,,1,6,ADJ
penetró,,1,1,VERB
muchedumbre,,1,5,ADJ NOUN
dianas,,1,,NOUN
distintos,,1,,ADJ
desmadra,,1,,VERB
curtidos,,1,,ADJ
ayúdanos,,1,,ADJ
chingar,,1,,VERB
recuerdo,4,1,2,VERB NOUN
aparto,,1,1,ADJ
sacudía,,1,3,VERB
baratos,,1,,ADJ
cuidaban,,1,1,VERB
señores,,1,5,NOUN
mezclaron,,1,1,VERB
cabalgata,,1,,VERB
ábrale,,1,,ADJ
honorable,,1,,ADJ
turco,,1,,ADJ
esperarse,,1,1,VERB
mismo,5,1,1,DET ADV
vestirse,,1,3,VERB
platicamos,,1,,VERB
tronar,,1,,VERB
pasearnos,,1,,VERB
apuraba,,1,,VERB
quejo,,1,,VERB
tamaño,,1,2,NOUN
descorría,,1,,NOUN
aliento,5,1,3,NOUN
debo,4,1,2,AUX VERB
meléndez,,1,,NOUN
ennegrecieron,,1,,VERB
david,,1,,PROPN
entiendes,,1,,VERB
gastados,,1,,ADJ
meció,,1,,VERB
voluntades,,1,3,NOUN
destruyendo,,1,,VERB
tiranos,,1,,ADJ
volverían,,1,1,VERB
mañanitas,,1,,NOUN
échense,,1,,PRON
sentencias,,1,,NOUN
inclinaron,,1,1,VERB
amistosa,,1,,ADJ
botella,,1,1,PROPN
dictador,,1,,NOUN
pecado,4,1,1,ADJ VERB
bayoneta,,1,,PROPN
procesión,,1,1,NOUN
bautizaría,,1,,VERB
altura,5,1,6,NOUN PROPN
imaginarlo,,1,,VERB
tendieron,,1,,VERB
disolvió,,1,,VERB
agujereaban,,1,,VERB
oficiaba,,1,,VERB
marcaron,,1,1,VERB
imaginaban,,1,,VERB
temible,,1,2,ADJ
sotana,,1,,ADJ
puedes,5,1,4,AUX
distraían,,1,,VERB
imbuido,,1,,ADJ
mudos,,1,1,ADJ
agujereaba,,1,,VERB
avanzar,,1,2,VERB
alimañas,,1,1,NOUN
devorada,,1,1,ADJ
templo,,1,2,NOUN
trópicos,,1,,ADJ
despedirnos,,1,,VERB
podridas,,1,,ADJ
sudorosas,,1,,ADJ
unto,,1,,NOUN
viscosa,,1,,ADJ
naranja,,1,,ADJ
velos,,1,,NOUN
revisando,,1,,VERB
pidieran,,1,,VERB
caracoleando,,1,,VERB
dejadas,,1,1,ADJ
despertándose,,1,,VERB
rodeo,,1,1,NOUN
posiciones,,1,1,NOUN
retirada,,1,,NOUN
durmieron,,1,1,VERB
nublo,,1,,NOUN
cubrieron,,1,1,VERB
preparada,,1,,ADJ
personas,5,1,19,NOUN
aparece,,1,4,VERB
luciérnaga,,1,,ADJ
raya,,1,1,PROPN
sueno,,1,,NOUN
vagamente,5,1,4,ADV
pacientes,,1,,ADJ
penar,,1,,VERB
arrojando,,1,2,VERB
violaban,,1,,VERB
corearon,,1,,VERB
abundaban,,1,1,VERB
repentina,,1,2,ADJ
vendedores,,1,1,ADJ NOUN
frescas,,1,,ADJ
olorosos,,1,2,ADJ
ávido,,1,1,ADJ
inalcanzables,,1,,ADJ
disciplina,,1,2,ADJ NOUN
pabilos,,1,,ADJ
ola,4,1,2,NOUN PROPN
insultar,,1,,VERB
debió,4,1,2,AUX
buscábamos,,1,,VERB
llevábamos,,1,,VERB
asusto,,1,,VERB
topó,,1,1,VERB
traíamos,,1,,VERB
banco,,1,,NOUN
tenango,,1,,ADJ
amaneciendo,,1,,VERB
saludarla,,1,,VERB
arriero,,1,1,ADJ
rodando,,1,,VERB
asistir,4,1,7,VERB
trataba,4,1,11,VERB
penó,,1,,VERB
subterránea,,1,,ADJ
anduvimos,,1,,VERB
creyó,4,1,8,VERB
clavó,,1,3,VERB
ferozmente,,1,,ADV
sostenía,4,1,3,VERB
cornetas,,1,,NOUN
delanteras,,1,,ADJ
expíe,,1,,NOUN
resbaladizas,,1,,ADJ
encabritado,,1,,ADJ
envejecía,,1,,VERB
norteño,,1,,ADJ
reclamar,,1,2,VERB
espejeaba,,1,,VERB
retumbaban,,1,,VERB
frontera,,1,,NOUN
escucharían,,1,,VERB
vela,,1,4,VERB NOUN
receloso,,1,1,ADJ
evitaríamos,,1,,VERB
vulgares,,1,,ADJ
reconstruía,,1,,VERB
arrancarle,,1,,VERB
descubriría,,1,,VERB
pláticas,,1,6,ADJ
caminábamos,,1,,VERB
cascabel,,1,1,PROPN NOUN
repetirían,,1,,VERB
vaticinaba,,1,,VERB
asomada,,1,,ADJ
principio,4,1,7,ADJ NOUN
clausuró,,1,,VERB
encerraron,,1,,VERB
dábamos,,1,,VERB
tambaleantes,,1,1,ADJ
estrellándose,,1,,VERB
avanzara,,1,,VERB
aludiera,,1,1,VERB
sentimiento,4,1,7,NOUN
preséntese,,1,,VERB
jinete,,1,2,NOUN
dudando,,1,,VERB
mirándolos,,1,,ADJ
consolábamos,,1,,NOUN
necesitaría,,1,,VERB
naufragio,,1,,NOUN
fealdad,,1,1,ADJ NOUN
perdonarían,,1,,VERB
molestias,,1,1,NOUN
llama,5,1,12,VERB
sembrar,,1,,VERB
sacara,,1,1,VERB
importarle,,1,2,VERB
siguieran,,1,1,VERB
lloviendo,,1,,VERB
apesadumbrada,,1,,ADJ
maleta,,1,,NOUN
desdichas,,1,1,NOUN
adivinaban,,1,2,VERB
interesaba,,1,2,VERB
descontento,,1,1,NOUN
pasársela,,1,,VERB
extravió,,1,,VERB
desvistió,,1,,VERB
rienda,,1,1,NOUN VERB
cuidó,,1,,VERB
aludido,,1,2,ADJ
tronarlos,,1,,ADJ
enredándose,,1,1,VERB
cercada,,1,,ADJ
suspiros,,1,2,NOUN
evito,,1,,VERB
acechaban,,1,,VERB
protectora,,1,1,ADJ
cabito,,1,,ADJ
estrene,,1,,VERB
arzobispo,,1,,ADJ
paralizan,,1,,VERB
murmurado,,1,,VERB
inventaban,,1,1,VERB
ilusorio,,1,,ADJ
cotidiano,,1,3,ADJ
cantado,,1,,VERB
colocada,,1,1,ADJ
alternaba,,1,,VERB
costura,,1,,NOUN
contacto,4,1,4,NOUN
pulso,,1,6,NOUN
políticos,,1,,ADJ
atreven,,1,3,VERB
creerse,,1,,VERB
fusilando,,1,,VERB
permanencia,,1,,NOUN
calamidad,,1,,NOUN
ventaja,,1,3,NOUN
repartición,,1,1,NOUN VERB
ateos,,1,,ADJ
nutrido,,1,,ADJ
rayó,,1,,VERB
hagamos,,1,,VERB
caracolear,,1,1,VERB
preguntamos,,1,,VERB
misteriosamente,,1,1,ADV
acordado,,1,,ADJ
asesinatos,,1,,NOUN
servido,,1,4,VERB ADJ
sospecharía,,1,,VERB
encuentre,,1,2,VERB
fieles,,1,1,ADJ NOUN
tropel,,1,1,NUM VERB
asesinas,,1,,ADJ
roncas,,1,,ADJ
animal,4,1,1,ADJ NOUN
prendida,,1,,ADJ
estallo,,1,,ADJ
heraldo,,1,,ADJ
quizás,,1,1,ADV
llevárselo,,1,,VERB
ensuciar,,1,,VERB
faltara,,1,,VERB
gustarla,,1,,VERB
presentara,,1,,VERB
crujía,,1,,VERB
asaltada,,1,,ADJ
juntas,,1,3,ADJ
replegaron,,1,,VERB
tentaleando,,1,,VERB
manzana,,1,,ADJ
caerme,,1,,VERB
pila,,1,1,VERB PROPN
mudas,,1,,DET
tuxpan,,1,,PROPN
dígale,,1,,VERB
conjurando,,1,1,VERB
tímidas,,1,,ADJ
sonriéndose,,1,,VERB
ardientes,,1,,ADJ
atreviéndose,,1,,VERB
pedían,,1,1,VERB
examino,,1,,VERB
clavículas,,1,,NOUN
chispas,,1,,NOUN
cenaban,,1,,VERB
pozole,,1,,NOUN
encontrábamos,,1,,VERB
mutilados,,1,,ADJ
prohibió,,1,2,VERB
sordas,,1,1,ADJ NOUN
placido,,1,,ADJ
arco,,1,1,NOUN PROPN
pertenecieran,,1,,VERB
provocadas,,1,,ADJ
ayudarse,,1,1,VERB
alertas,,1,,NOUN
entrelazadas,,1,,ADJ
aún,5,1,46,ADV
bajado,,1,,ADJ
fríos,,1,1,ADJ
tenebroso,,1,,ADJ
vientos,,1,2,NOUN
resonó,,1,2,VERB
redoble,,1,,ADJ
restallaron,,1,,VERB
frenéticos,,1,,ADJ
partía,,1,2,VERB
hablado,5,1,1,ADJ VERB
granizos,,1,,ADJ
llenarse,,1,,VERB
frenéticas,,1,,ADJ
contraesquina,,1,,ADJ
alarcón,,1,,NOUN
rehízo,,1,,VERB
encaje,,1,1,NOUN
manchados,,1,1,ADJ
lados,,1,,NOUN
claramente,5,1,1,ADV
espesura,,1,,NOUN
sinuosidades,,1,,NOUN
muselina,,1,,PROPN
mercaderes,,1,,NOUN
cepillados,,1,,ADJ
arrugados,,1,,ADJ
tostadas,,1,1,ADJ NOUN
impedirle,,1,1,VERB
fíe,,1,,ADP
preferimos,,1,,VERB
recogieron,,1,1,VERB
abundan,,1,,VERB
haría,6,1,8,VERB
trajinando,,1,1,VERB
suavizando,,1,,VERB
suavizar,,1,1,VERB
espantándose,,1,,VERB
pescante,,1,,ADJ
cocheros,,1,,NOUN
andanzas,,1,,NOUN
acertaban,,1,3,VERB
abacuce,,1,,VERB
antiguo,,1,8,ADJ
beberle,,1,,VERB
derribaba,,1,,VERB
amargos,,1,,ADJ
desplazó,,1,,VERB
horror,5,1,1,NOUN VERB PROPN
cauteloso,,1,,ADJ
caballerangos,,1,,NOUN
prohibido,,1,,ADJ
colérico,,1,,ADJ
mortificada,,1,,ADJ
cazando,,1,,VERB
terminados,,1,,ADJ
sagrado,,1,6,ADJ
cortaron,,1,,VERB
principal,,1,10,ADJ
ramilletes,,1,,ADJ
cartucho,,1,,NOUN
coronados,,1,,ADJ
mezcló,,1,,VERB
pompeyanas,,1,,ADJ
condujeron,,1,1,VERB
pastores,,1,1,NOUN
trocado,,1,,VERB
groseras,,1,2,ADJ
habitada,,1,1,ADJ
utilizaba,,1,,VERB
clavos,,1,2,NOUN
indicó,,1,,VERB
suspendían,,1,1,VERB
máximo,,1,,ADJ
otorgado,,1,,ADJ
anden,,1,,VERB
cuchara,,1,1,VERB NOUN
engarruñados,,1,,ADJ
amanecían,,1,,VERB
intima,,1,,ADJ
convencer,,1,3,VERB
colocarse,,1,1,VERB
compartidos,,1,,ADJ
firmeza,,1,1,VERB
conducían,,1,2,VERB
dibujarse,,1,,VERB
enterado,,1,3,ADJ
quitaron,,1,,VERB
replegaba,,1,,VERB
corriera,,1,1,VERB
precisos,,1,,ADJ
frecuencia,4,1,2,NOUN
interrogatorio,,1,2,NOUN
naftalina,,1,,PROPN
zarandeó,,1,,VERB
sacudirla,,1,,VERB
hacerlo,5,1,6,VERB
sacudiéndola,,1,,VERB
dispersaban,,1,,VERB
despavorida,,1,,ADJ
salpicaba,,1,,VERB
obstruyendo,,1,,VERB
canta,,1,2,VERB
alzaba,,1,5,VERB
cuidadosa,,1,,ADJ
alisándole,,1,,PROPN
fantasmas,,1,1,ADJ NOUN
desconsuelo,,1,,NOUN
tiztla,,1,,ADJ
sacudida,,1,,ADJ
sumido,,1,,ADJ
mece,,1,,VERB
apartaba,,1,3,VERB
encomendarnos,,1,,VERB
quicio,,1,1,PROPN
evitaron,,1,,VERB
madres,,1,1,NOUN
atrevieron,,1,1,VERB
resorte,,1,,NOUN
empujo,,1,,VERB
amenaza,,1,1,VERB
pilares,,1,5,NOUN
centellas,,1,,ADJ
emprender,,1,1,VERB
escaparon,,1,1,VERB
felicidad,5,1,2,NOUN
espinoso,,1,,ADJ
morral,,1,1,ADJ PROPN
pedregosas,,1,,ADJ
quedamos,5,1,2,VERB
cautelosos,,1,,ADJ
atisbaban,,1,,VERB
hinchadas,,1,,NOUN
buscado,,1,1,ADJ
agrupadas,,1,,ADJ
amos,,1,1,NOUN AUX
presentían,,1,,VERB
afectaron,,1,1,VERB
quedando,,1,1,VERB
tila,,1,,PROPN
crepúsculo,,1,1,NOUN
cuclillas,,1,,NOUN
abolieron,,1,,VERB
retrocedí,,1,,VERB
inundo,,1,,VERB
derriba,,1,,VERB
dure,,1,,VERB
antemano,,1,1,NOUN
contados,,1,,ADJ
cien,,1,5,NUM
imperceptible,,1,7,ADJ
