,La Señal,Los Recuerdos del Porvenir,Oficio de Tinieblas,Tipo
calentaba,1,,1,VERB
mas,1,,11,ADV
rey,1,1,1,NOUN
reyes,1,,,NOUN
concentrada,1,,,ADJ
precede,1,,,VERB
ciudad,1,1,2,NOUN VERB PROPN
ardía,2,2,2,VERB
reseca,1,1,1,ADJ VERB
alimentando,1,,,VERB
fuego,1,2,11,NOUN
miradas,1,8,4,NOUN
resbalaban,1,,,VERB
mancharlo,1,,,VERB
altivo,1,,,ADJ
recato,1,,,NOUN
obligaba,1,1,3,VERB
domeñar,1,,,VERB
purificarlo,1,,,VERB
encendido,1,3,1,ADJ
cercaba,1,,,VERB
recibí,2,,,VERB
tristeza,1,6,1,NOUN
afectaba,1,,,VERB
tío,4,2,,NOUN
apolonioi,9,,,ADJ
moría,1,1,,VERB
setenta,1,,1,NUM
sincero,1,,,ADJ
augurio,1,,,NOUN
sospechar,1,,2,VERB
intocable,1,,,ADJ
solitarias,1,2,,ADJ
veliz,1,,,PROPN
privado,1,1,,ADJ
floreciendo,1,,,VERB
dieciséis,1,,1,NUM
ligera,1,1,1,ADJ
atesorando,1,,,VERB
sometida,1,,1,ADJ
tía,2,6,,NOUN
panchitai,1,,,PROPN
tichi,1,,,VERB
campanadas,1,2,2,ADJ NOUN
resonaron,2,,1,VERB
llamando,1,2,,VERB
amapas,1,,,NOUN
florecido,1,,,ADJ
sequé,1,,,VERB
aparecían,1,4,1,VERB
marchitaban,1,,1,VERB
maríai,4,,,PROPN
precedían,1,,,VERB
enmudecería,1,,,VERB
bendito,1,,1,ADJ
moriré,2,,,VERB
posesión,2,,11,NOUN
sobrenadando,1,,,NOUN
atormentaba,1,,2,VERB
respirar,3,2,1,VERB
cuidarlo,1,,,VERB
arreglarla,1,,,VERB
tarareaba,1,,,VERB
olvidadas,1,2,,ADJ
futuro,1,2,2,ADJ NOUN
dulzura,1,5,,NOUN
hacen,2,5,11,VERB
abuelos,1,,,NOUN
tráeme,1,,,VERB
cofrecito,1,,,NOUN
ropero,1,3,1,NOUN ADJ
tráela,1,,,PROPN
revivían,1,,,VERB
regalé,1,,,VERB
cumplimos,1,,,VERB
diez,1,9,3,NUM
compré,1,,,VERB
mazatlán,1,,,ADJ
joyero,1,,,NOUN
polaco,1,,,ADJ
contó,2,7,5,VERB
cuentos,1,1,2,NOUN
princesas,1,,,ADJ
vendió,1,1,1,VERB
escondido,1,4,2,ADJ
funda,1,,,PROPN
pistola,1,2,2,PROPN NOUN
diligencia,1,1,2,VERB NOUN
poniente,1,,,PROPN
centellear,1,,,VERB
jóvenes,1,2,2,ADJ
fíjate,1,,,PROPN
miniatura,1,,,ADJ
prima,1,1,1,NOUN
begoña,1,,,NOUN
volvían,2,11,8,VERB
señoras,1,11,11,NOUN
alhajas,1,2,,NOUN
barco,1,,,NOUN
encaprichó,1,,,VERB
caros,1,1,1,ADJ
naciste,1,,1,VERB
fatiga,1,4,5,NOUN
cofre,1,,3,NOUN
regalo,1,,1,PROPN
quebró,1,,4,VERB
sollozo,1,,1,NOUN
máiz,1,,,ADJ
antiguas,1,,7,ADJ
asesinos,1,4,,NOUN ADJ
canturreó,1,,,ADJ
heredando,1,,,VERB
médico,1,1,2,NOUN ADJ
oscurecida,1,,,ADJ
nubarrones,1,,,NOUN
recogiendo,1,1,2,VERB
abeja,1,1,,NOUN ADJ
zumbando,1,1,,VERB
terribles,2,1,,ADJ
presagios,1,1,1,NOUN
quedan,2,5,3,VERB
suspensos,1,,,ADJ
doña,1,1,3,NOUN PROPN
acompañe,1,,,VERB
tráete,1,,,NOUN
huyendo,2,2,1,VERB
inminencia,1,,2,NOUN ADJ
sorda,1,3,,ADJ
serví,1,,,VERB
empezaron,2,7,8,VERB
vestidos,1,1,2,NOUN ADJ
encargué,1,,,VERB
enloquecida,1,,,ADJ
deber,1,1,1,NOUN AUX ADJ
interrogué,1,,,VERB
inyección,1,,,NOUN
cura,1,1,2,PROPN ADJ NOUN
remordimientos,1,1,1,PROPN NOUN
tapé,1,,,VERB
iluminada,2,1,,ADJ
lámpara,2,1,2,NOUN
veladora,1,1,1,ADJ
estancado,1,,,ADJ
obedecí,1,,,VERB
atreverme,1,,,VERB
contigo,1,,1,PRON PROPN
articulo,1,,,PROPN
heredes,1,,,ADJ
ahogué,1,,,VERB
abarcar,1,,1,VERB
espanto,1,1,5,NOUN
quijada,1,,1,ADJ
moviéndola,1,,,ADJ
muñeco,1,1,1,NOUN
bienes,1,,4,NOUN
respiré,1,,,VERB
preguntarme,1,,,VERB
moví,1,,,VERB
ansiosamente,1,1,3,ADV
matado,1,2,1,ADJ
sobrinos,1,3,,PROPN NOUN
quedas,1,1,,VERB ADJ
viuda,1,1,2,ADJ PROPN
rica,1,1,2,ADJ
virgen,1,2,3,PROPN
nerviosamente,1,4,1,ADV
jovencilla,1,,,PROPN
fortuna,1,,1,NOUN PROPN
aconsejaría,1,,1,VERB
náuseas,1,,,NOUN
desperté,1,,,VERB
sopor,1,,1,NOUN PROPN
hipnótico,1,,,ADJ
cubierta,2,5,1,ADJ
cercado,1,1,1,ADJ
maléfica,1,,,ADJ
ronda,1,1,3,NOUN PROPN
vertiginosamente,1,,,ADV
viudita,1,,,PROPN
manda,1,,,VERB
torzal,1,,,ADJ
anular,1,,2,VERB
déle,1,,,VERB
bendiga,1,,,PROPN
dé,1,2,3,VERB
bodas,1,,,NOUN
risita,1,,1,NOUN
mezquina,1,,,ADJ
convencí,1,,,VERB
recobré,1,,,VERB
control,1,,,NOUN
lloviznando,1,,,VERB
sale,1,3,1,VERB
recogen,1,,,VERB
esperan,1,2,1,VERB
necesitado,1,,1,ADJ
cuidados,1,,1,NOUN
aletargado,1,,,ADJ
cuarta,1,,1,ADJ
monótona,1,,2,ADJ
rezaba,1,1,1,VERB
morosos,1,,,ADJ
cuentas,1,3,3,NOUN
acariciarlas,1,,,VERB
hermano,1,12,1,NOUN
anticipa,1,,1,VERB
tibieza,1,1,5,NOUN VERB
médula,1,,1,NOUN ADJ
distendidos,1,,,ADJ
liviana,1,,,ADJ
madrugada,1,4,3,NOUN
apagadas,1,1,,ADJ
planta,1,1,1,NOUN PROPN VERB
funcionar,1,,1,VERB
fatigosa,1,,,ADJ
quebrada,1,1,1,ADJ
despojo,1,1,1,NOUN ADJ
persistente,2,,1,ADJ
incomprensible,1,,,ADJ
obstinaba,1,3,1,VERB
imbuida,1,,,ADJ
deformación,1,,,NOUN
desaparición,1,2,1,NOUN ADJ VERB
clímax,1,,,NOUN
diluyendo,1,,,VERB
pacto,1,,3,NOUN
manifestaba,1,,1,VERB
continuar,1,2,5,VERB
raspar,1,,,VERB
insensible,1,1,,ADJ
humano,1,,,ADJ
aspiraba,1,,2,VERB
máquina,1,2,2,NOUN
resoplaba,1,,,VERB
pausas,1,,,NOUN
caprichosas,1,,1,ADJ
cortar,1,1,2,VERB
poderme,1,,,NOUN
asfixia,1,,,ADJ
aterrada,1,1,,ADJ
quitado,1,,,ADJ
esperar,1,10,6,VERB
alianza,1,,4,NOUN
resolvería,1,,,VERB
cumplido,1,1,2,VERB
finalidad,1,,,NOUN
mortal,1,,,ADJ
cansada,1,2,2,ADJ
definitivamente,1,,3,ADV
anidado,1,,,VERB
pétalos,1,,2,NOUN
carnosos,1,,,ADJ
recuerda,1,2,5,VERB
acción,1,,1,PROPN
sencilla,1,,,ADJ
ponerla,1,1,,VERB
muevo,1,,,VERB
intacta,1,1,2,ADJ
monta,1,,,NOUN
guardia,1,3,1,NOUN
quedo,1,2,,VERB
contemplando,1,2,3,VERB
cambia,1,2,3,VERB
rayo,1,2,1,NOUN
injustificado,1,,,ADJ
gentes,1,1,1,NOUN ADJ
bajos,1,2,1,ADJ
descargando,1,,,VERB
esmero,1,1,3,NOUN
abnegación,1,,,NOUN
remordida,1,,,ADJ
terminara,1,4,,VERB
muriera,1,,,VERB
producían,1,1,,VERB
lazo,2,1,,NOUN
bondad,1,,,NOUN
mejoraba,1,,,VERB
recargado,1,1,,ADJ
almohadones,1,,1,NOUN
sofocante,1,,,ADJ
acomodado,1,1,1,ADJ
fijeza,1,5,3,NOUN
estrábica,1,,,ADJ
descompuesto,1,1,1,ADJ
temblonas,1,,,ADJ
inconscientemente,1,,,ADV
tendidas,1,3,,ADJ
retiré,1,,,VERB
desviando,1,,,VERB
entrecierra,1,,,NOUN
siéntate,1,,,PROPN
encogida,1,,,ADJ
llames,1,,,VERB
dime,1,1,,VERB
cercanos,1,,,ADJ
burlón,1,,,ADJ
polo,2,1,,NOUN
perdonarme,1,,1,VERB
tornó,1,,,VERB
irritable,1,,,ADJ
resucitaba,1,,,VERB
arréglame,1,,,PROPN
acomódame,1,,,PROPN
descompuesta,1,,,ADJ
reaparecían,1,,,VERB
superponiendo,1,,,VERB
facciones,2,3,3,NOUN
arrodillé,1,,,VERB
metí,1,,,VERB
alargar,1,,,VERB
cogido,1,1,,ADJ VERB
reacomodaba,1,,,VERB
anonadada,1,,,ADJ
estremeció,2,1,2,VERB
aprovechándose,1,,,VERB
asombro,1,6,6,NOUN
temblona,1,,,ADJ
aventuraba,1,,,VERB
freno,1,,2,NOUN
palpando,1,,,VERB
recorriendo,1,,,VERB
descarnada,1,,,ADJ
pegaba,1,3,,VERB
estrujaba,1,,,VERB
muerta,1,4,1,ADJ
buscaba,2,20,10,VERB
ardiéndome,1,,,DET
coraje,1,,,NOUN
enfrentarme,1,,,VERB
olvidé,1,,1,VERB
autómata,1,,,NOUN
poniéndose,1,4,,VERB
frialdad,1,3,2,NOUN
caliéntame,1,,,ADJ
quítate,1,,,PROPN
sostuvo,1,,4,VERB
permitir,1,1,12,VERB
impediría,1,,,VERB
demonio,1,,2,ADJ NOUN
justa,1,1,1,ADJ
necesaria,2,,2,ADJ
marido,1,11,2,NOUN
confesor,1,,1,NOUN
conté,1,,,VERB
procura,1,,1,VERB
encomiéndate,1,,1,NOUN ADJ
vencer,2,2,1,VERB
cabo,1,2,2,NOUN
vencí,1,,,VERB
vileza,1,,1,NOUN
brillan,1,1,,VERB
miran,1,,1,VERB
ocasión,1,,7,NOUN
abyecta,1,,1,ADJ
consumida,1,,2,ADJ
envuelve,1,1,1,VERB
habitamos,1,,,VERB
marianai,1,,,VERB
uniforme,2,1,2,ADJ
marino,1,,,PROPN
pupitre,1,,,ADJ
fila,1,1,,NOUN
conchai,1,,,NOUN
entretenida,1,,,ADJ
dibujar,2,3,1,VERB
techos,1,1,,ADJ NOUN
figuras,1,2,10,NOUN
patos,1,1,,NOUN
pazi,1,,,NOUN
retarda,1,,1,VERB
explicando,1,,1,VERB
guerra,1,1,2,NOUN
aristocracias,1,,,NOUN
griegas,1,,,ADJ
imponente,1,,,ADJ
democracia,1,,,NOUN
aristocracia,1,,1,NOUN
pericles,1,,,PROPN
peste,1,,,PROPN
mata,1,1,,VERB PROPN
equivocarse,1,1,1,VERB
escogida,1,,,ADJ
subrayaba,1,1,,VERB
finas,1,,,ADJ
edificios,1,,1,NOUN
esplendor,1,4,1,NOUN
goce,1,1,,VERB PROPN
caminito,1,,,NOUN
fernandoi,11,,,NOUN
señalaba,1,,2,VERB
ufana,1,,,VERB
sombrero,1,17,2,NOUN
tiesos,1,,,ADJ
dejara,2,,2,VERB
hoja,1,1,1,NOUN PROPN
cuaderno,1,,,NOUN
idéntico,1,2,,ADJ
salida,1,2,3,ADJ NOUN
sentadas,1,7,3,ADJ
dedicábamos,1,,,VERB
dátiles,1,,,NOUN
agarrosos,1,,,ADJ
caídos,1,,1,ADJ
dónde,1,26,10,PRON
robaba,1,1,,VERB
éste,1,27,1,PRON
estacionado,1,2,,ADJ
partes,1,3,2,NOUN
brotar,1,,1,VERB
maravillosos,1,,,ADJ
besarse,1,,,VERB
rodar,1,1,3,VERB
abrazados,1,,,ADJ
sofocados,1,,,ADJ
creciera,1,,,VERB
paraíso,1,1,,PROPN
repente,1,1,1,ADV NOUN
soltar,1,1,4,VERB
rogar,1,,,VERB
contarlas,1,,,VERB
encantara,1,,,VERB
sofocarse,1,,,VERB
podíamos,1,1,1,AUX
acumulando,1,,2,VERB
moño,1,,,NOUN
rojo,3,13,1,ADJ NOUN
mitin,1,,,NOUN
federación,1,,1,PROPN
poquito,1,,,ADV
desbarataba,1,1,,VERB
listón,1,,,NOUN
desmadejado,1,,,ADJ
echaban,1,1,,VERB
olvidaban,1,1,2,VERB
pleitos,1,1,2,NOUN
besaban,1,,,VERB
llamaba,1,6,2,VERB
ahogada,1,1,,ADJ
apretándola,1,,,VERB
contenía,1,1,1,VERB
arrinconada,1,,,ADJ
año,1,5,12,NOUN
colegio,1,,,NOUN
amoratada,1,,,ADJ
juliai,1,,,ADJ
quitarte,1,,,VERB
inmundicia,1,,,NOUN
madrepriorai,1,,,ADJ
grasa,1,,,NOUN
quitaras,1,,,DET
enseñando,1,1,,VERB
lección,1,1,2,NOUN
premio,1,,,NOUN
escribir,1,1,3,VERB
comedida,1,,,VERB
inventó,1,3,,VERB
castigos,1,1,1,NOUN ADJ
preocuparon,1,,,VERB
mínimo,1,,5,ADJ
viniste,1,,1,VERB
metió,2,6,1,VERB
labio,1,1,,ADV NOUN
inferior,1,,2,ADJ
pudiéramos,1,3,1,AUX VERB
pequeñísimas,1,,,ADJ
estrías,1,,,NOUN
encogió,1,,4,VERB
mirándonos,1,,,ADJ
sonara,1,,,VERB
campana,1,,,NOUN
agitada,1,,,ADJ
pegó,2,1,,VERB
invitaron,1,,,VERB
dejaría,1,1,2,VERB
furioso,1,1,1,ADJ
sentimos,1,,,VERB
escurría,1,2,6,NOUN VERB
sacudió,1,1,8,VERB
limpió,1,1,1,VERB
ponga,1,1,5,VERB
hinchado,1,,,ADJ
peinada,1,,,ADJ
lilia,1,,,PROPN
caí,1,,,VERB
sonriendo,1,4,2,VERB
hormiga,3,1,,PROPN
sabíamos,1,7,,VERB
rumbosa,1,,,ADJ
seres,1,,6,PROPN NOUN
azahares,1,,,NOUN
causaron,1,,1,VERB
normal,1,,2,ADJ
absurdo,1,2,5,ADJ
noviazgo,1,,1,NOUN
trece,1,,,NUM
opuesto,1,,2,ADJ
dorso,1,1,1,NOUN ADJ
capaces,1,3,12,ADJ
abolir,1,1,,VERB
inexpresable,1,,,ADJ
buenos,1,8,9,ADJ
doy,2,1,2,VERB
sostiene,1,,1,VERB
continúa,1,,3,VERB
confiar,1,,5,VERB
hincha,1,,1,VERB PROPN
silencioso,1,1,1,ADJ
inundando,1,,,VERB
estallan,1,1,1,VERB
comience,1,,,VERB
velábamos,1,,,VERB
desordenadas,1,,,ADJ
descomposición,1,1,,NOUN ADJ
mezcla,1,1,2,VERB NOUN
encarnado,1,,1,ADJ
ciegas,1,,,ADJ
ambas,1,1,8,NUM
anegadas,1,,,ADJ
corriente,1,3,4,NOUN ADJ
forrado,1,,1,ADJ
terciopelo,2,1,1,NOUN ADJ
mansos,1,1,1,ADJ
víctima,1,2,6,NOUN
arrastrando,1,1,2,VERB
sílabas,1,,3,NOUN
minutos,1,23,7,PROPN NOUN
arqueando,1,,,VERB
importaban,1,1,1,VERB
sirviéndose,1,,,VERB
gozar,1,2,1,VERB
tonos,1,3,1,NOUN
creaba,1,,,VERB
adoraba,1,,,VERB
barbaridades,1,1,,NOUN
ronca,1,,1,NOUN
acariciándose,1,,,VERB
moríamos,1,,,VERB
perlas,1,1,1,NOUN
ocultaba,1,3,2,VERB
jugar,2,2,,VERB
besar,1,,2,VERB
irse,2,7,1,VERB AUX
acariciarse,1,,,VERB
escándalo,1,1,1,NOUN
extendido,1,1,1,ADJ
mostraran,1,,,VERB
frenético,1,,,ADJ
tanteo,1,,,NOUN
antinatural,1,,,ADJ
encarnizamiento,1,,,NOUN
impúdico,1,,,ADJ
terminan,1,,,VERB
existen,1,1,,VERB
echa,1,,2,VERB
viajero,1,1,1,NOUN ADJ
prolongó,1,,1,VERB
bueno,1,11,7,ADJ
preguntárselo,1,,,VERB
contesto,1,1,,VERB
premios,1,,1,NOUN
salgo,1,,1,VERB PRON
tirado,1,7,3,ADJ
naturales,1,,2,ADJ
regatea,1,,,VERB
triunfa,1,,,VERB
relato,1,,4,NOUN
datos,1,,6,NOUN
inconexos,1,,1,ADJ
desquiciados,1,,,ADJ
suponemos,1,,,VERB
constituyen,1,,,VERB
confesión,1,,1,VERB
absoluta,1,,3,ADJ
casamiento,1,,,NOUN
bendición,1,1,2,NOUN
adiviné,1,,,ADJ
recorrido,2,1,2,NOUN
nerviecillos,1,,,NOUN
menores,1,1,1,ADJ
rematan,1,,,VERB
sacudirse,1,,,VERB
consagrada,1,,,ADJ
seguían,1,19,3,VERB
absorber,2,,1,VERB
inacabable,1,,,ADJ
llaman,1,1,3,VERB
nacieron,1,1,4,VERB
existieron,1,,,VERB
apaciguar,1,,,VERB
concedidos,1,,,ADJ
belleza,2,1,2,NOUN
marcó,1,,1,VERB
marismas,1,,,NOUN
médanos,2,,,NOUN
mangles,1,,,NOUN
chaparros,1,,,NOUN
tersos,1,,,ADJ
pálido,1,7,2,ADJ
senderos,1,,1,NOUN
recorre,1,,,VERB
sorprendido,1,5,,ADJ
tomados,1,,,ADJ
llegamos,1,,2,VERB
mostró,1,7,6,VERB
incapaces,1,,4,ADJ
vacíos,1,,3,ADJ
furor,2,3,,NOUN
celos,4,2,5,NOUN
alimento,1,,3,NOUN
agazapado,1,1,,VERB ADJ
inmensos,1,,,ADJ
meterla,1,,,VERB
recordado,1,,1,VERB ADJ
pegado,1,1,1,ADJ
ronco,1,,,ADJ
asesinándola,1,,,VERB
producir,1,1,2,VERB
tocarla,1,,1,VERB
abismo,1,1,5,NOUN
arrastré,1,,,VERB
agujeros,1,,1,NOUN
calmo,1,,,PROPN
habitantes,1,6,7,NOUN
ínfimas,1,,1,ADJ
manifestaciones,1,,1,NOUN
gusanos,1,,,NOUN
asquerosos,1,,,ADJ
callados,1,1,,ADJ
tomo,1,1,,VERB
pastillas,1,1,,NOUN
finjo,1,,,VERB
porto,1,,,PROPN
razones,1,2,5,NOUN
admito,1,,1,VERB NOUN
grado,1,1,,NOUN
pedirle,1,3,4,VERB
velaron,1,,1,VERB
salvarnos,1,1,,VERB
terminaron,1,1,1,VERB
comenzara,1,,,VERB
alarmaron,1,,,VERB
quisieron,1,2,3,VERB
castrarán,1,,,VERB
envidiable,1,,,ADJ
pueblan,1,,1,VERB
orillas,1,1,6,NOUN
hagan,1,1,,VERB
olvidarlo,1,,,VERB
maté,1,,,PROPN
anselmo,1,,,PROPN
viajante,1,,,ADJ
idiotez,1,,,NOUN
i,,2,1,CCONJ
vengo,,6,1,VERB
rodeada,,6,2,ADJ
condenada,,1,,ADJ
variado,,1,,ADJ
transfiguro,,1,,ADV
multitud,,1,15,VERB NOUN
colores,,6,3,NOUN
valle,,1,3,NOUN PROPN
rodean,,2,1,VERB
espinosas,,1,,ADJ
llanuras,,1,2,NOUN
amarillas,,2,,ADJ
pobladas,,1,,ADJ
tejados,,1,1,NOUN ADJ
aparecen,,1,1,VERB
según,,1,1,SCONJ
lluvias,,3,1,NOUN
recordarme,,1,,VERB
convertirme,,1,1,VERB
piadoso,,1,,ADJ
escapar,,12,6,VERB
condena,,1,1,NOUN
conquistado,,1,1,ADJ
engalanado,,1,,ADJ
indecible,,2,,ADJ
creadora,,1,,ADJ
aventura,,1,1,NOUN VERB
aparecieron,,5,2,VERB
guerreros,,1,1,NOUN
robaron,,1,3,VERB
cambiaron,,2,1,VERB
ejército,,5,3,NOUN
tambores,,3,1,NOUN
generales,,3,,ADJ
llevarme,,2,1,VERB
trofeo,,1,1,NOUN
cascadas,,1,,NOUN
revolución,,10,1,NOUN
quemadas,,1,,ADJ
dueños,,2,2,NOUN
fusilados,,1,,ADJ
alucinados,,1,,ADJ
aterrados,,1,,ADJ
llevadas,,1,,ADJ
vilo,,2,1,NOUN
desaparecieron,,7,1,VERB
convertidas,,1,1,ADJ
hurañas,,1,,ADJ
brocales,,1,,NOUN
pálidas,,2,2,ADJ
enojadas,,2,,ADJ
participado,,1,,VERB
viste,,2,1,VERB
manta,,1,1,VERB
calza,,1,,NOUN
adorna,,1,,VERB
collares,,1,,NOUN
oro,,1,1,NOUN
ata,,1,,VERB
pañuelito,,1,,PROPN
contempla,,3,5,VERB
sábados,,1,,ADJ
sembrado,,3,1,ADJ VERB
compradores,,1,,NOUN
refrescos,,3,1,NOUN ADJ
cintas,,1,,NOUN
telas,,3,3,NOUN
impregna,,1,,VERB
vapores,,1,,NOUN
sacos,,1,,ADJ
carbón,,1,1,NOUN
bocas,,5,5,NOUN
babeando,,1,,VERB
alcohol,,2,1,ADJ
majadas,,1,,ADJ
cohetes,,5,1,NOUN ADJ
relucen,,1,,VERB
machetes,,1,1,NOUN ADJ
pilas,,2,,NOUN
maíz,,1,2,ADJ NOUN
mecheros,,1,,NOUN
retiran,,1,,VERB
ruidosos,,2,,ADJ
invasores,,1,1,NOUN
dejándome,,1,,NUM
muertos,,6,1,NOUN
ayuntamiento,,1,3,NOUN
principales,,1,10,ADJ
convergen,,1,,VERB
sembrada,,2,1,ADJ
alarga,,1,2,VERB
desciende,,1,1,VERB
perderse,,6,2,VERB
empedrado,,7,,ADJ
crecen,,2,,VERB
costados,,2,,NOUN
terraplenes,,1,1,NOUN
escuadra,,1,,PROPN
corre,,1,6,VERB
sacaron,,11,3,VERB
señora,,6,2,NOUN ADJ
portón,,3,5,NOUN
magnolias,,2,,NOUN
florecen,,1,,VERB
mire,,1,2,VERB
hierbas,,3,4,NOUN
feroces,,2,,ADJ
cubren,,1,2,VERB
losas,,2,1,NOUN ADJ
arañas,,1,,NOUN
cuadros,,1,1,NOUN
murieron,,3,1,VERB
irrumpe,,1,,VERB
arcadas,,1,,ADJ
murciélagos,,1,,ADJ
anidan,,1,,VERB
guirnaldas,,1,2,NOUN
doradas,,1,,ADJ
siguen,,1,1,VERB
cargados,,2,1,ADJ
frutos,,2,1,NOUN
caen,,2,2,VERB
olvido,,2,2,NOUN
iluminado,,6,2,ADJ
radiante,,9,,ADJ
poblado,,1,,ADJ
humeante,,1,,ADJ
morada,,3,,ADJ
desayunan,,1,,VERB
criados,,5,1,ADJ
atraviesa,,3,1,VERB
sembraré,,1,,VERB
mandaría,,1,,VERB
félixe,,4,,PROPN
nicolásmoncadae,,1,,NOUN
rama,,1,1,NOUN
observa,,2,1,VERB
isabelmoncadae,,2,,ADJ
horcajadas,,3,,ADJ
horqueta,,1,,NOUN
vence,,1,,VERB
cuelan,,1,,VERB
dirige,,2,1,VERB
hacha,,1,2,NOUN
descuelga,,1,,VERB
arma,,1,3,NOUN
juanmoncadae,,2,,ADJ
chico,,1,,NOUN
rompe,,1,2,VERB
aparta,,1,1,VERB
cruza,,2,,VERB
poderes,,2,1,NOUN PROPN
franciscorosase,,1,,PROPN
entristece,,1,,VERB
geometría,,1,,NOUN
ilusoria,,2,,ADJ
colina,,2,,NOUN
premonición,,1,,NOUN
luminoso,,8,,ADJ
determina,,1,,VERB
geométrico,,1,,ADJ
une,,1,1,VERB
superposición,,1,,NOUN
espacios,,2,1,NOUN
forman,,1,1,VERB
devuelve,,1,1,VERB
intactos,,1,1,ADJ
linternas,,1,,NOUN
rizos,,2,,NOUN
encandilada,,2,,ADJ
coro,,8,1,NOUN
vestidas,,1,2,ADJ
bebiendo,,3,,VERB
acabar,,5,4,VERB
ii,,2,1,PROPN
invadido,,1,2,ADJ
olvide,,1,,VERB
arte,,3,,NOUN
bailaron,,3,,VERB
militares,,4,1,NOUN
extranjeros,,2,2,ADJ
quinqués,,2,,NUM
apagaron,,6,,VERB
sombría,,1,1,ADJ
guarnición,,2,2,NOUN
andaba,,10,7,VERB
golpeándose,,2,,VERB
federicas,,1,,ADJ
afecto,,1,3,NOUN
amarilla,,2,,ADJ
acusaba,,3,,VERB
tigres,,5,,NOUN
acompañaba,,5,2,VERB
coronel,,1,,NOUN
coronae,,12,,PROPN
paliacate,,1,,VERB
atado,,2,5,ADJ
tejano,,2,,ADJ
nombres,,5,8,NOUN
letritas,,1,,NOUN
rodeadas,,1,1,ADJ
aguilillas,,1,,NOUN
gobiernistas,,1,,ADJ
formaba,,3,1,VERB
zapatistas,,1,,NOUN
invisible,,13,1,ADJ
esperábamos,,6,,VERB
clamor,,2,1,NOUN
antorchas,,1,,NOUN
creíamos,,2,,VERB
sobresaltada,,4,,ADJ
cantos,,4,1,NOUN
inesperada,,5,1,ADJ
aguardábamos,,1,,VERB
vigilado,,1,1,ADJ
taciturnos,,1,,ADJ
borrachos,,2,,ADJ
anunciaban,,2,1,VERB
alargado,,1,,ADJ
roto,,4,2,ADJ
huidiza,,1,,ADJ
oscuras,,13,9,ADJ
círculo,,9,8,NOUN
opresión,,1,1,NOUN
debiera,,1,,AUX
abandono,,1,2,NOUN
pesaban,,1,2,VERB
inquieto,,2,2,ADJ
zozobrante,,1,,ADJ
incapaz,,5,8,ADJ
engañoso,,1,,ADJ
organizaba,,2,,VERB
serenatas,,1,1,NOUN
juliae,,1,,PROPN
deambulaba,,3,,VERB
asistentes,,1,1,ADJ NOUN
balcones,,25,,NOUN
gallo,,1,2,NOUN
cauda,,1,1,PROPN
temprano,,1,7,ADV
colgados,,8,,ADJ
trancas,,3,,NOUN
colgante,,1,,ADJ
abigeos,,1,,NOUN
pecados,,2,1,NOUN
doroteae,,14,,ADJ
cocula,,6,,ADJ
vaso,,5,,NOUN
indiferentes,,3,,ADJ
humildes,,1,2,ADJ
reino,,2,1,NOUN
gloria,,1,,NOUN
resplandeciente,,1,1,ADJ
blanquísimas,,1,,ADJ
aparecía,,8,5,VERB
extender,,1,,VERB
guardaba,,8,11,VERB
fracción,,1,,NOUN
indios,,1,2,ADJ
obedecían,,1,2,VERB
desprenderse,,2,1,VERB
ahorcados,,3,,ADJ
alcanzan,,1,,VERB
perfección,,2,,NOUN
vive,,4,2,VERB
alimentado,,1,,ADJ
tapias,,2,,NOUN
matildee,,1,,PROPN
propietarios,,1,3,ADJ NOUN
minas,,5,1,NOUN
alhaja,,1,,VERB
compró,,1,1,VERB
tejer,,2,2,VERB
puntillas,,5,,NOUN
bordar,,1,,VERB
ropones,,1,,ADJ
jesús,,2,1,PROPN
encargar,,1,,VERB
decíamos,,2,1,VERB
encargaban,,1,1,VERB
vestir,,3,1,VERB
encerradas,,3,1,ADJ
cometido,,3,1,ADJ
roquee,,1,,VERB
santos,,1,1,PROPN NOUN
alejaba,,5,1,VERB
respetuoso,,2,,ADJ
cubrían,,3,3,VERB
rapidez,,3,4,NOUN
deben,,4,7,AUX
gana,,1,1,NOUN VERB
reído,,1,,ADJ
cuento,,1,2,NOUN PROPN
verán,,1,,VERB
viven,,3,2,VERB
moncada,,3,,PROPN
limpiaban,,2,,VERB
panales,,1,,NOUN
cortaban,,1,,VERB
guías,,4,1,NOUN
buganvilias,,1,,ADJ
sustituyó,,1,2,VERB
dedico,,2,,VERB
engalanar,,1,,VERB
lumbre,,3,2,NOUN
tacos,,3,,NOUN
quemaron,,2,,VERB
levantarse,,5,4,VERB
sillita,,2,1,NOUN
zapatista,,2,,ADJ
pobres,,8,6,ADJ
escondíamos,,1,,VERB
comida,,12,6,NOUN
mandó,,2,6,VERB
echáramos,,1,,VERB
acercaban,,3,2,VERB
cambiaran,,1,2,VERB
dejen,,2,2,VERB
parejos,,1,,ADJ
dejas,,1,,VERB
tapizadas,,1,,ADJ
abanicos,,4,,NOUN
pertenecido,,1,1,ADJ
imágenes,,9,11,NOUN
santas,,1,,ADJ
pabilo,,1,,NOUN
cera,,1,6,NOUN
asombraba,,2,1,VERB
recogido,,2,1,ADJ
contemplar,,1,7,VERB
menudos,,1,1,ADJ
iluminados,,3,,ADJ
terrazas,,1,,NOUN
parejas,,6,2,NOUN
desvanecidas,,1,,ADJ
